title,text,subject,date
Trump backs off praise of Russia's Putin after debate,"HENDERSON, Nev. (Reuters) - U.S. Republican presidential candidate Donald Trump backed off from praising Vladimir Putin on Wednesday, saying he was unsure of his relationship with the Russian president who he has described as a better leader than President Barack Obama. The day after running mate Mike Pence appeared to break ranks with Trump during a vice presidential debate and called Putin “a small and bullying leader,” Trump adjusted his own previously warm rhetoric toward the Russian. “I don’t love (Putin), I don’t hate. We’ll see how it works. We’ll see,” Trump told supporters during a campaign stop in the swing state of Nevada. “Maybe we’ll have a good relationship. Maybe we’ll have a horrible relationship. Maybe we’ll have a relationship right in the middle.” Democratic presidential candidate Hillary Clinton has criticized Trump, who often praises Putin, as being too cozy with the Russian leader and questioned the Republican’s business interests in Russia. Those charges were repeated by her vice presidential candidate Tim Kaine during a debate with Pence on Tuesday. In response, Pence denounced Putin for his interference in Syria’s civil war and support for Syrian President Bashar al-Assad. “The small and bullying leader of Russia is now dictating terms to the United States,” Pence said. “The greatest nation on earth just withdraws from talks about a ceasefire, while Vladimir Putin puts a missile defense system in Syria.” The vice presidential encounter set the table for a second presidential debate on Sunday in St. Louis between Clinton and Trump, who needs to rebound from a rocky performance in his first debate, one that gave Clinton a boost in national opinion polls with the Nov. 8 Election Day only five weeks away.         In Nevada, Trump suggested Russia could be a valuable ally in the fight against Islamic State, also known by the acronym  ISIS. “I will say if we get along with Russia and Russia went out with us and knocked the hell out of ISIS, that’s okay with me, folks,” he said. Trump celebrated a strong debate performance by Pence, the governor of Indiana, and said his running mate had won on style and on the issues. “He’s getting tremendous reviews from me and everybody,” Trump told a group of pastors and leaders gathered at a Christian academy in Las Vegas. The encounter between Pence and Kaine, a U.S. senator from Virginia, was the only such debate between the vice presidential contenders, and the two spent most of their time attacking each other’s running mates. For more than 90 minutes at Longwood University in Farmville, Virginia, Pence sought to project an image as a reassuring presence, in contrast with the bombastic Trump, while Kaine tried to frighten voters away from Trump and make Clinton seem more trustworthy. A CNN/ORC snap poll declared Pence the winner with 48 percent support, compared with 42 percent for Kaine, who frequently interrupted his opponent. The television audience for the debate was 35.6 million viewers, according to preliminary data, about half the number who watched the first encounter between Trump and Clinton.     Republican strategists said Pence’s strong debate performance could provide lessons for Trump on how to approach the second debate - if he was willing or able to learn. “Trump should hopefully learn a lesson - don’t get angry, don’t lose your cool, answer the question you want to answer,” Republican strategist John Feehery said. “The biggest thing is to not get rattled and be able to smile when you are attacked.” Clinton met with advisers at her Washington, D.C., home on Wednesday and did not appear on the campaign trail. An aide said she spoke by phone with Kaine and congratulated him on his debate performance. “Mike Pence didn’t want to defend Donald Trump, and as Senator Kaine said, if you can’t defend the person at the top of the ticket, how can you ask people to vote for you,” Clinton campaign chairman John Podesta told reporters outside her house. (This story corrects quote in 3rd paragraph to put Putin in parentheses) ",politicsNews,"October 4, 2016 "
"Philippines seeks big cut in drug rehab budget, stoking lawmakers' concern","MANILA (Reuters) - The Philippines plans a cut of 75 percent in spending next year on drug rehabilitation facilities, while at the same time seeking a massive hike in funding for a war on drugs that has killed thousands, fuelling concerns among lawmakers.  The government has rejected criticism that it lacked the commitment to rehabilitate drug users, saying it has attracted financing and is building treatment facilities, but had underestimated the scale of addiction.   More than 3,800 people, most of them drugs suspects, have died in police operations in the drug war unleashed by President Rodrigo Duterte in July last year. Police deny they were executing suspects, saying those killed had violently resisted arrest. Senator Ralph Recto, who has questioned the government s anti-drugs budget, said he would scrutinize its proposal to cut expenditure on drug rehabilitation centers by 2.3 billion pesos ($45.23 million), compared to this year. The government has asked Congress for an increase of more than 40 times in next year s police budget for anti-drugs operations next year.  I will discuss these issues when the budget is formally presented,  Recto told Reuters in a text message. The lack of rehabilitation centers would cripple the  declared government policy  to wean substance abusers off drugs, Recto said in a statement over the weekend.     In August, Health Secretary Paulyn Ubial said eight drug rehabilitation centers would be built across the Philippines, funded by private firms, including conglomerate San Miguel Corp and property firm Megaworld. Last year, Manila opened what it called a  mega  drug rehabilitation facility to treat up to 10,000 patients and funded by a Chinese tycoon.  The Department of Health submitted a budget of 759.6 million pesos for state-managed rehabilitation facilities under the government s proposed 2018 spending plan, significantly less than this year s budget of 3.08 billion pesos. Methamphetamine use for a year or more would shrink the brain of a person, Duterte said in a speech in August last year, adding,  Therefore he is no longer viable for rehabilitation.  He estimated there are already more than 3 million Philippine drug users in a country of more than 100 million people.  The government s 13 drug abuse treatment and rehab facilities treated 14,733 out-patients in 2016, up more than three times from the previous year, and close to 30,000 in- patients, up four percent over 2015, the health department says.   Duterte has said the drugs war will continue and would be  unremitting as it will be unrelenting . ",worldnews,"September 11, 2017 "
"South African reshuffle irks ANC allies, Zuma confidant to oversee nuclear deal","JOHANNESBURG (Reuters) - South African President Jacob Zuma made a close associate energy minister on Tuesday as his government tries to push through a big nuclear deal but his sacking of another minister was seen undermining his ANC party s ruling alliance. The rand currency and South African bonds fell in value after Zuma s second Cabinet reshuffle in seven months, with the rand 1 percent lower on the day against the dollar.  The market is taking it slightly negative,  said Rand Merchant Bank fixed income specialist Michelle Wohlberg. Zuma is unpopular with many investors after sacking respected finance minister Pravin Gordhan in March, a move that hit South African financial assets and helped tip the country s credit ratings into  junk  territory.  He changed six ministers in all on Tuesday, including those for home affairs, education and communications. Blade Nzimande, a fierce critic of Zuma whose South African Communist Party (SACP) is a key ally of the ruling African National Congress, was axed as higher education minister.  The appointment of David Mahlobo, formerly state security minister, to head the energy ministry will heighten speculation that the 75-year-old president is trying to push through the nuclear deal before his second term ends in 2019.  The appointment of Mr Mahlobo to head up the energy department needs to be seen in the context of the President wanting to push ahead with the proposed nuclear energy program,  Jeffrey Schultz and Nic Borain, analysts at BNP Paribas South Africa said.  South Africa is preparing to add 9,600 megawatts of nuclear capacity   equivalent to up to 10 nuclear reactors   in a contract that could be worth tens of billions of dollars and would be one of the biggest nuclear deals anywhere in decades.  Companies including Russia s Rosatom, South Korea s Kepco, France s EDF and Areva, Toshiba-owned Westinghouse, and China s CGN are eyeing the project, which has been criticized by South African civil society groups and the opposition for lacking transparency. Investors are also worried about the potential impact of the project on South Africa s already strained public finances.          Former energy minister Mmamaloko Kubayi, who was only appointed in March, was moved to the communications ministry. Contrary to speculation, Zuma did not appoint Nkosazana Dlamini-Zuma, his ex-wife and former African Union chair, to a Cabinet position ahead of the ANC s December conference to  choose a new leader. Zuma is said to favor Dlamini-Zuma to take over from him at the party s helm, instead of Deputy President Cyril Ramaphosa. But his removal from the cabinet of Nzimande, a vocal critic of Zuma s scandal-plagued presidency, risked widening a rift with ANC allies the SACP and trade union group COSATU ahead of national elections in 2019. Nzimande is general secretary of the SACP, which has 17 members of parliament. He has criticized Zuma over his links with the Guptas, a family of Indian-born businessman who have been accused of using their influence to secure lucrative state contracts for their companies. Zuma and the Guptas have consistently denied any wrongdoing.  This is a clear declaration of war on the SACP by President Zuma,  the SACP s first deputy general secretary Solly Mapaila said, although he did not indicate the party would leave the ruling alliance. ANC Secretary-General Gwede Mantashe acknowledged that Nzimande s sacking would have a negative effect on relations with the SACP and said relations within the alliance were at  their lowest at this point in time .  ",worldnews,"October 17, 2017 "
Kenya president ahead with 96 pct support: partial tally,"NAIROBI (Reuters) - Kenya s President Uhuru Kenyatta has won over 96 percent of the votes counted so far from Thursday s re-run election, according to a local media tally of numbers released at the constituency level by the election commission. The tally, compiled by the Daily Nation media group with 200 of 292 constituencies having reported, showed Kenyatta had won 5.58 million votes, well ahead of rival Raila Odinga, who has boycotted the process. ",worldnews,"October 27, 2017 "
Obama to nominate Supreme Court justice when Senate returns: White House,"RANCHO MIRAGE, Calif. (Reuters) - President Barack Obama will not rush through a Supreme Court choice to replace Justice Antonin Scalia this week but will wait to nominate a candidate until the U.S. Senate is back in session, the White House said on Sunday. “Given that the Senate is currently in recess, we don’t expect the president to rush this through this week, but instead will do so in due time once the Senate returns from their recess,” White House spokesman Eric Schultz said. “At that point, we expect the Senate to consider that nominee, consistent with their responsibilities laid out in the United States Constitution,” he said. Obama is traveling in California and returns to Washington on Tuesday. The Senate returns from recess on Feb. 22. Making a recess appointment would have been extremely controversial.  The White House declined to give a more specific timeline for Obama to announce his nominee.  For his previous two Supreme Court picks, Elena Kagan and Sonia Sotomayor, the president took about 30 days each to announce his selection after their predecessors, Justice John Paul Stevens and Justice David Souter, respectively, said they planned to step down. In remarks honoring Scalia on Saturday, Obama made clear he would not succumb to pressure from Republicans to leave the selection of a new justice to his successor.  The president, who leaves office in January 2017, said he would make his choice in due time. “These are responsibilities that I take seriously, as should everyone. They’re bigger than any one party. They are about our democracy,” he said. “They’re about the institution to which Justice Scalia dedicated his professional life, and making sure it continues to function as the beacon of justice that our founders envisioned.” Scalia’s death and the upcoming fight over his replacement gives the White House an unexpected shot at shifting the balance of power on the Supreme Court in what would be a legacy-defining  act during his last year in office. It also keeps the president from slipping quickly into “lame duck” status during an election year. White House officials are unlikely to drag out the process of announcing Obama’s choice. “They should move with dispatch,” said David Axelrod, Obama’s former senior adviser. To rebut Republican arguments, the White House points to a host of previous Supreme Court nominees who have received speedy hearings and votes regardless of which party had control in Congress.   ",politicsNews,"February 14, 2016 "
Trump in crisis after lewd remarks about women come to light,"NEW YORK/WASHINGTON (Reuters) - Republican presidential candidate Donald Trump plunged into a deep crisis on Friday after a bombshell 2005 recording came to light in which he boasted in vulgar terms about trying to have sex with an unidentified married woman and groping women, saying “when you’re a star, they let you do it.” A stream of Republican leaders denounced the remarks, first published by the Washington Post, which threaten Trump’s already shaky standing with women voters just a month ahead of the Nov. 8 presidential election. House of Representatives Speaker Paul Ryan, the top Republican elected official, said he was “sickened” by the comments and said Trump would no longer attend a campaign event in Wisconsin with him on Saturday. “I hope Mr. Trump treats this situation with the seriousness it deserves and works to demonstrate to the country that he has greater respect for women than this clip suggests,” Ryan said in a statement. Reince Preibus, chairman of the Republican National Committee, said: “No woman should ever be described in these terms or talked about in this manner. Ever.” Senate Majority Leader Mitch McConnell said the comments were “repugnant” and that Trump “needs to apologize directly to women and girls everywhere.” U.S. Representative Jason Chaffetz of Utah, who has been one of Clinton’s fiercest critics, said he had retracted his endorsement of Trump, telling CNN he would not be able to look his 15-year-old daughter in the eye if he voted for Trump. Utah’s Republican Governor Gary Herbert said on Twitter he would also no longer vote for Trump. “Tonight, millions of Republicans are facing a moment of truth,” Herbert said. Republican lawmaker Mike Coffman from Colorado told CBS that Trump should “step aside” and said “his defeat at this point seems almost certain.” Trump was expected to release a video statement late on Friday. Earlier, in a brief written statement, Trump shrugged off the leaked tape as “locker room banter, a private conversation that took place many years ago.” In the recorded conversation, Trump was wearing a microphone and chatting on a bus with Billy Bush, then host of NBC’s “Access Hollywood” ahead of a segment they were about to tape. “I did try and fuck her. She was married,” Trump said. “I moved on her like a bitch, but I couldn’t get there.” Trump talked about his attraction to beautiful women. “I just start kissing them,” he said. “And when you’re a star they let you do it,” he said. “Grab them by the pussy. You can do anything.” Trump, who has brought up former President Bill Clinton’s infidelities as a criticism of Hillary Clinton, calling her a “total enabler,” responded to the audio. “Bill Clinton has said far worse to me on the golf course - not even close. I apologize if anyone was offended,” Trump said. “Access Hollywood” confirmed the video in its own report, saying it discovered the comments in its library. Billy Bush said in a statement to Variety he was “embarrassed and ashamed” of his comments. Other prominent Republicans also condemned the comments but stopped short of withdrawing their support for their candidate, including Arizona Senator John McCain and Texas Senator Ted Cruz. Trump, known for his unconventional and controversial speaking style, has made a series of gaffes in his campaign, but the “graphic nature” of the clip will hurt his standing among women, independents, and wavering Republicans, said David Yepsen, director of the Paul Simon Public Policy Institute at Southern Illinois University. “We’ve never seen something like this Trump clip in a modern presidential campaign,” Yepsen said, calling the incident “sad for the American political system” and for Trump’s supporters. Republican strategist Ron Bonjean said “this feels like it is quickly becoming a political ‘game over’” for Trump. “Unless voters don’t care about these issues or believe that this is simply political dirty tricks by releasing the videos now, Trump is going to have to pull a rabbit out of his hat in order to turn things around,” Bonjean said. Still, Trump’s past controversial comments have failed to shake his core supporters, said David Axelrod, a former political adviser to Democratic President Barack Obama. “Appalling as the (Trump) tape is, I’m reminded of all the times we have said, THIS time he’s REALLY done,” Axelrod said on Twitter. The revelation comes right before Sunday’s town hall-style debate, seen as critical as Trump tries to rebound from a dip in some opinion polls after a rocky performance in the first debate. Clinton, who slammed Trump’s comments as “horrific,” was also hit by a leak on Friday. Wikileaks published what appeared to be excerpts of her paid speeches to corporations, the transcripts of which the campaign has refused to release. The excerpts were likely to provide Trump some fodder for attacking Clinton in the debate. In them, she voices support for open trade and borders and discusses taking different positions in public and in private. However, Yepsen said the excerpts would likely be eclipsed by Trump’s clip. “The two things aren’t comparable,” he said. The U.S. government formally accused Russia on Friday of hacking Democratic Party organizations ahead of the presidential election. Wikileaks has declined to name its sources. A spokesman for the Clinton campaign declined to confirm whether the Wikileaks emails were authentic and noted that other hacked documents have been faked. ",politicsNews,"October 7, 2016 "
U.S. State Department rethinks plan not to take media on Asia trip,"WASHINGTON (Reuters) - The U.S. State Department held out the possibility on Thursday that Secretary of State Rex Tillerson might take reporters with him to Asia after it initially broke with decades of tradition by telling the media he would not. “We are still working out the logistics for this trip, so (we) cannot yet speak definitively as to whether we’ll be able to accommodate any press on the Secretary’s plane,” State Department spokesman Mark Toner wrote in an email.”Going forward, the State Department will do everything it can to accommodate a contingent of traveling media on board the Secretary’s plane.”     The State Department told reporters earlier this week that Tillerson would not take any of them on a March 15-19 trip to Japan, South Korea and China, countries of strategic, military and economic interest to the United States. Major news organizations complained, among them the BBC, CNN, New York Times, Washington Post and Reuters. North Korea, which fired four ballistic missiles into the sea off Japan’s northwest coast on Monday, angering both South Korea and Japan, is likely to be a key topic of Tillerson’s trip. Asked earlier this week why Tillerson was not taking media with him, a State Department official, speaking on condition of anonymity, told reporters the plane “is too small to accommodate ... he carries a much smaller footprint in terms of personnel, and that’s not just press.”     Toner did not respond when asked whether Tillerson had tried to get a larger Air Force plane or how the department would respond to critics who described the plan as self-defeating.      Former Secretary of State Madeleine Albright and other past State Department officials questioned Tillerson’s plan, saying that by including reporters, the chief U.S. diplomat could make the administration’s case and prevent other countries from dominating coverage of U.S. policy. Albright, secretary of state under Democrat Bill Clinton, told MSNBC’s “Andrea Mitchell Reports” on Wednesday taking the news media demonstrates a U.S. commitment to a free press. President Donald Trump, a Republican, has accused news outlets of “fake news” and called journalists “the enemy of the people.” Richard Boucher, a retired U.S. diplomat who served as State Department spokesman from 2000 to 2005 under Albright as well as  Republicans Colin Powell and Condoleezza Rice, could not recall a time during his tenure when reporters did not fly on the plane. Since becoming secretary of state on Feb. 1, Tillerson, a former Exxon Mobil Corp chief executive, has traveled to Germany and Mexico, in both cases inviting fewer media than his predecessors for at least the last 50 years.  Veteran State Department television correspondent Marvin Kalb said William Rogers, Richard Nixon’s first secretary of state, began taking press with him in 1969 and - with rare exceptions such as Henry Kissinger’s secret trip to China in 1971 - that had remained the practice. ",politicsNews,"March 9, 2017 "
China's Xi urges joint efforts to keep China-U.S. ties on track: Xinhua,"BEIJING (Reuters) - Chinese President Xi Jinping urged joint efforts to keep Sino-U.S. ties on track during a meeting with President Donald Trump on Saturday on the sidelines of the G20 summit in the German city of Hamburg, state news agency Xinhua said. ",politicsNews,"July 8, 2017 "
Moroccan police break up Islamic State cell planning attacks: ministry,"RABAT (Reuters) - Moroccan authorities said on Saturday they had dismantled a cell linked to Islamic State that was active in eight towns and cities and was planning terrorist operations. Eleven people were arrested.   Security forces detained the alleged mastermind of the cell in a safe house in Fez, where they found guns and a large quantity of bullets, materials for making suicide belts, nails and electric wires, according to a statement from the interior ministry. Police also found chemical products that could be used for making explosives, and a  suspicious car , the statement said. It said one of the suspects was an explosives expert. Those arrested were  planning to carry out dangerous terrorist operations targeting sensitive sites, at the instigation of Daesh (Islamic State) coordinators , it said.  Moroccan authorities say they have dismantled dozens of jihadist cells since 2002, including about 50 with alleged links to Islamic State. ",worldnews,"October 14, 2017 "
Egypt says bombs militants responsible for Western Desert attack,"CAIRO (Reuters) - Egypt s air force killed a large number of militants responsible for a deadly attack on a police convoy 10 days ago, the military said on Tuesday following an air raid on their base. The raid, the second in a week targeting militants behind the Oct. 21 attack, was coordinated with police and based on intelligence about the location of their hideout, a military statement said. Three security sources said at the time that at least 52 police officers and conscripts were killed on Oct. 21 when their patrol came under attack, but the interior ministry refuted that figure the next day and said only 16 policemen had been killed. President Abdel Fattah al-Sisi appointed a new military chief of staff a week after the militants struck and the Interior Ministry dismissed several high-ranking officials. Tuesday s military statement said the air strike was a  continuation of the armed forces and police efforts to avenge the martyrs of national duty . A  large number of terrorist elements  died in the strike, and the air force and police were pursuing several militants on the run, the statement added. Three vehicles loaded with large quantities of weapons, ammunition and explosives were also destroyed in the strike, and the military later posted footage of the attack. An official source in the Giza province security directorate told Reuters more than 12 militants had been killed, though a military spokesman did not confirm any death toll. The military spokesman later said in a statement that a police officer who had been kidnapped during the Oct. 21 attack had been rescued and taken to a military hospital. Egypt has been fighting an Islamic State insurgency concentrated in the northern part of the Sinai peninsula since Sisi led the military overthrow of President Mohamed Mursi of the Muslim Brotherhood in 2013. Hundreds of members of the security forces have been killed since. No group has claimed responsibility for the Oct. 21 attack in a remote desert area of Giza, about 130 km (80 miles) southwest of Cairo. The latest air strike was the second attack on militants in five days - at least 13 militants died in a raid on a farm hideout in the region on Friday.  The vast Western Desert has long been a security headache, with arms flowing across the border with Libya, where militant groups have found shelter since the country fell into chaos after the fall of Muammar Gaddafi in 2011. ",worldnews,"October 31, 2017 "
Pennsylvania capital's ex-mayor pleads guilty in theft case,"HARRISBURG, Pa. (Reuters) - A sweeping corruption case against a former mayor of Pennsylvania’s capital city Harrisburg ended on Monday when he pleaded guilty to 20 counts of receiving stolen artifacts bought with public funds for a proposed museum that was never built in the city. Former Mayor Stephen R. Reed, 67, made the plea on the morning when jury selection in his trial was scheduled to begin in Dauphin County Court of Common Pleas. As part of the plea deal, prosecutors dropped 94 other counts. Reed, who was originally charged in 2015 with nearly 500 criminal counts, could receive up to nine months in prison under state sentencing guidelines when Judge Kevin Hess sentences him on Friday, although he may only get probation. Many of the more serious charges, including bribery and siphoning money from bond issues, were dismissed last year on statute of limitations grounds.  “Today’s guilty plea marks the final chapter in a case that has gone on for several years,” said Deputy Attorney General Rebecca Frantz. “This will help the city of Harrisburg to move on.” Reed, known as an avid private collector of Civil War and American West memorabilia during his 28 years in office, pleaded guilty to illegal possession of 20 historical documents and photographs with a total value of more than $18,000.  The artifacts were among thousands acquired by Reed with public funds for a proposed Museum of the American West that he had hoped to build in financially strapped Harrisburg. After his plea, Reed told reporters he experienced “gut-wrenching humiliation and embarrassment” over his arrest, after serving as Harrisburg’s mayor for decades. He said many of the artifacts seized from his home and warehouse during a raid in 2015 were legally owned by him, but similar to ones acquired with public funds for the museum. He believes the 20 items in the plea were accidentally placed in boxes of his own papers after he hastily left office following his defeat in 2010, but acknowledged the packing was done under his supervision. “The precepts of my faith require that I take responsibility for this error, and that was my ultimate deciding factor in doing this plea,” Reed said. A hearing is scheduled in March on Reed’s petition for the return of artifacts he believes belong to him. Frantz said prosecutors would oppose that request. Harrisburg has been under state financial supervision since 2011, primarily because of cost overruns on an incinerator retrofit project.  ",politicsNews,"January 23, 2017 "
Who are Paul Manafort and Rick Gates?,"WASHINGTON (Reuters) - Paul Manafort, a businessman and longtime Republican Party operative, surrendered on Monday to the Federal Bureau of Investigation to face the first charges produced by a special counsel investigation into alleged Russian meddling in the 2016 U.S. presidential election. Manafort and his associate Rick Gates were indicted by a federal grand jury. The 12-count indictment included conspiracy against the United States, conspiracy to launder money, being an unregistered agent of a foreign principal, making false and misleading statements and seven counts of failure to file reports of foreign banks and financial accounts. Both pleaded not guilty to the charges. The Kremlin has denied it meddled in the election campaign to try to tilt the vote in Trump’s favor. Trump has denied any collusion by his campaign. Who is Paul Manafort? Manafort is a veteran Republican operative who has worked as a Washington lobbyist and international political consultant. His former clients include authoritarian leaders such as the late Ferdinand Marcos of the Philippines and Russian and Ukrainian businessmen and politicians. Manafort was a campaign manager for the Trump campaign in the summer of 2016.     What does the indictment charge they did? The indictment against Manafort and Gates says they both generated tens of millions of dollars of income from Ukraine work and laundered money through scores of U.S. and foreign entities to hide payments from U.S. authorities between 2006 and through at least 2016.  In June, Manafort and Gates retroactively registered with the Justice Department as foreign agents, in a Foreign Agents Registration Act filing that showed they earned $17.1 million for lobbying on behalf of the Party of Regions, a pro-Russian political party in Ukraine, between 2012 and 2014. The indictment said they concealed from the United States their work and revenue as agents of Ukrainian political parties. They used their wealth to lead a “lavish lifestyle” without paying taxes on the income, prosecutors said. The indictment says that more than $75 million flowed through Manafort’s and Gates’ offshore accounts. Manafort, the indictment said, laundered more than $18 million. The indictment also alleges Manafort and Gates, along with others, conspired to defraud the United States by “impeding, impairing, obstructing, and defeating the lawful governmental functions” of the Department of Justice and the Treasury Department between 2006 and 2017. Manafort was indicted on nine counts and Gates was indicted on eight counts. What are Manafort’s links to Trump?  Manafort joined the Trump presidential campaign in March 2016 and later became campaign manager, but he was forced to resign in August as questions emerged about his previous work for the political party of the Kremlin-backed former Ukrainian president, Viktor Yanukovich.  Business Insider reported that Manafort and Trump have been connected since the 1980s, when Trump hired Manafort’s lobbying firm to help the Trump Organization.  In 2006, Manafort and his wife bought an apartment in Trump Tower in New York, which Manafort still owns and where he lives when he is in Manhattan, Business Insider reported. How do the charges relate to Trump? “It has nothing to do with the campaign or the allegations of collusion with Russia,” said Washington attorney John Dowd, who represents Trump in the Russia probe. A Trump confidante said: “As it relates to the president, this is nothing. All of the 12 counts of the indictment that came down today, all of it predates their tenure at the campaign.” The special counsel’s indictment says Manafort and Gates laundered the money through “scores of United States and foreign corporations, partnerships and bank accounts” from approximately 2006 through “at least 2016.” Who is Rick Gates? Rick Gates was Manafort’s deputy and business associate. According to two former high-level Trump staffers, Gates essentially functioned as the Trump campaign manager for more than two months, all while not collecting a paycheck. The New York Times reported in June that the Trump transition team had been ordered to preserve materials related to ongoing investigations into alleged Russian meddling in the 2016 election. According to the Times, the memo from the special counsel’s office to the former transition team also sought specific information on five people including Manafort and Gates. According to the indictment, between at least 2006 and 2015 Manafort and Gates acted as unregistered agents of the Ukrainian government, a Ukrainian political party that was headed by Ukraine’s then president, Yanukovich, and Yanukovich himself. The indictment said they both generated tens of millions of dollars in income as a result of their Ukraine work.  Yanukovich has been living in exile in Russia since he was ousted by mass street protests in Kiev in 2014. His departure lit the fuse for Moscow’s annexation of Crimea and a separatist uprising in mainly Russian-speaking eastern Ukraine. The indictment said Gates aided Manafort in obtaining money from offshore accounts and that Gates used that money to pay for personal expenses including “his mortgage, children’s tuition, and interior decorating of his Virginia residence.”  How significant is Gates’ arrest? The indictment lays out the extent of Gates’ involvement with Manafort going back years. That could potentially open the door for Gates to testify against Manafort and others in the future. David Sklansky, a professor  at Stanford Law School and former federal prosecutor, said Gates could feel pressure to cooperate and provide testimony against Trump. ",politicsNews,"October 30, 2017 "
No chateau: Catalan leader's modest Belgian exile,"BRUSSELS (Reuters) - At 70 euros ($82) a night, with the rumble of the Brussels metro thrown in, Carles Puigdemont is hardly living the high life of a political fugitive charged with abusing public funds. The Catalan leader, ousted by Madrid and facing charges of rebellion and sedition as well as wasting money on a referendum on independence, has been staying since his arrival in Belgium on Monday at the 3-star Chambord Hotel, staff said. And while it may be named after the grandest French chateau on the Loire, once home to the 18th-century deposed King of Poland, it offers rather more modest accommodation for today s exile behind an elegant 1920s Art Deco facade. It does, however, offer a rapid getaway into the adjacent underground station. Puigdemont told a news conference on Tuesday that he had not come for the Belgian asylum which at least one Flemish nationalist government minister has said might be offered, but to lobby the European Union institutions. He forswore, however, staying in the European Quarter itself, and its upscale hotels which regularly house EU heads of state during summit meetings. His plans remain unclear and he has had only the coolest of welcomes from the EU and the Belgian government. With prosecutors summoning him to testify before Spain s High Court on Thursday, Puigdemont may face demands from Madrid for his arrest if he fails to heed the summons. As television camera crews set up outside in the hope of catching Europe s most wanted politician step out for dinner, no Belgian police were visible at the hotel on Tuesday evening. ",worldnews,"October 31, 2017 "
Sanders hits Clinton on campaign finance hours before New York votes,"NEW YORK (Reuters) - U.S. Democratic presidential candidate Bernie Sanders accused front-runner Hillary Clinton of apparent campaign finance violations on Monday, ratcheting up the rhetoric against his rival one day before New York state’s crucial primary elections. Sanders questioned whether Clinton’s campaign violated legal limits on donations by paying her staffers with funds from a joint fundraising effort by Clinton and the Democratic National Committee, or DNC. Sanders has long maintained that the DNC has favored Clinton over Sanders. The U.S. senator from Vermont is a democratic socialist who has run as an independent in his Senate campaigns. “While the use of joint fundraising agreements has existed for some time - it is unprecedented for the DNC to allow a joint committee to be exploited to the benefit of one candidate in the midst of a contested nominating contest,” Sanders’ campaign manager, Jeff Weaver, said. The Clinton campaign dismissed the charge, with chairman Robby Mook saying Sanders was making baseless accusations. “It is shameful that Senator Sanders has resorted to irresponsible and misleading attacks just to raise money for himself,” Mook said. The accusations surfaced as the Democratic and Republican candidates engaged in a final frenzy of campaigning before Tuesday’s primaries. Both the Democratic and Republican primaries are expected to be the state’s most decisive in decades in the selection of the parties’ candidates for November’s general election. Former U.S. Secretary of State Clinton and Republican Donald Trump, the national front-runners, were favored to win their respective primaries in the state that both call home. Victories would be a tonic for both candidates following a series of losses. In recent weeks, Sanders has defeated Clinton in nominating contests. On the Republican side, U.S. Senator Ted Cruz of Texas, Trump’s closest challenger, has outmaneuvered the billionaire businessman in the fight for delegates to the Republican National Convention that will pick the party’s nominee in July. By the end of Monday - the last official day of campaigning before the New York primaries - tens of thousands of New Yorkers will have heard the candidates’ closing pitches. At St. John’s Riverside Hospital in Yonkers just north of New York City, Clinton spoke to doctors, nurses and others at a hospital cafeteria, asking for their votes and taking a jab at Cruz’s dismissal earlier in the campaign of “New York values.” “I think New York’s values are America’s values,” she told the crowd. Cruz defended his “New York values” catchphrase on ABC’s “Good Morning America” in Times Square on Monday, saying New Yorkers had “suffered under the left-wing Democratic policies” of New York City Mayor Bill de Blasio and Governor Andrew Cuomo. Sanders needs a strong victory in New York, where 291 delegates to the Democratic convention in July are at stake, if he is to overtake Clinton. With 2,383 delegates needed to secure the Democratic nomination, Clinton has 1,758 to Sanders’ 1,076, according to an Associated Press tally. That total includes unpledged superdelegates who are free to back the candidate of their choice but told the news service whom they support. For Trump, the question is whether he will make a clean sweep of all 95 Republican delegates at stake by earning the majority of votes in all 27 congressional districts in the state.  Total victory in New York would help Trump avoid the possibility that the nomination could be wrested from him at the party’s July 18-21 convention in Cleveland if he arrives without a majority of at least 1,237 delegates. In that scenario, another candidate could win on a second or subsequent ballot. Trump has 744 delegates to 559 for Cruz and 144 for Ohio Governor John Kasich, according to the Associated Press. The count includes endorsements from several delegates who are free to support the candidate of their choice. In Wyoming, in the latest state-by-state delegate battle, Cruz was awarded all 14 delegates, according to a party official on Saturday.  “Lyin’ Ted Cruz can’t win with the voters so he has to sell himself to the bosses-I am millions of VOTES ahead! Hillary would destroy him & K,” Trump tweeted on Monday.  On ABC, Cruz responded by saying that Trump was throwing a fit because he has lost several recent state contests. “The stakes are too high to hand the election to Hillary Clinton, which is what nominating Donald Trump” would do, he said. ",politicsNews,"April 18, 2016 "
